 ,res_age_isrvy,education_cat,ethnicity,gender,household_head,household_size,house_type,marital_status,msa_status,cur_emplyment_status,glb_known_friend,political_party_cat,evangelical_or_born_again,religion,either_internet_adjusted,same_sex_couple,relationship_quality,coresident,same_school,growup_same_city,gender_attraction,same_college,US_raised,how_long_ago_first_met_cat,respondent_race,partner_race,met_through_friends,met_through_family,met_through_as_neighbors,met_through_as_coworkers,married,parental_approval,household_indollar,children_in_hh,distancemoved_10mi,how_long_ago_first_romantic,how_long_ago_first_cohab,how_long_relationship,age_difference,respondent_yrsed,partner_yrsed,partner_mom_yrsed,total_marriage,respondent_mom_yrsed,q8a,q8b,q9,q12,q13a,q13b,q16,q18a_1,q18a_2,q18a_3,q21a,q21b,q21c,q21d,q21e,q23,q30,q31_1,q31_2,q31_3,q31_4,q31_5,q31_6,q31_7,q31_8,q31_9,q31_other_text_entered,q33_1,q33_2,q33_3,q33_4,q33_5,q33_6,q33_7,q33_other_text_entered,q24_met_online,summary_q24_total,q24_R_cowork,q24_R_friend,q24_R_family,q24_R_sig_other,q24_R_neighbor,q24_P_cowork,q24_P_friend,q24_P_family,q24_P_sig_other,q24_P_neighbor,q24_btwn_I_cowork,q24_btwn_I_friend,q24_btwn_I_family,q24_btwn_I_sig_other,q24_btwn_I_neighbor,q24_school,q24_college,q24_military,q24_church,q24_vol_org,q24_customer,q24_bar_restaurant,q24_internet_dating,q24_internet_social_networking,q24_internet_game,q24_internet_chat,q24_internet_community,q24_internet_other,q24_public,q24_private_party,q24_blind_date,q24_vacation,q24_singles_service_non_internet,q24_business_trip,q24_work_neighbor,q24_fam_sister_active,q24_fam_brother_active,q24_fam_mother_active,q24_fam_father_active,q24_fam_other_active,q24_fam_cousins_active,q24_fam_aunt_niece_active,q24_fam_uncle_nephew_active,q24_fam_grandmother_active,q24_fam_grandfather_active,q24_fam_sister_passive,q24_fam_brother_passive,q24_fam_mother_passive,q24_fam_father_passive,q24_fam_other_passive,q24_fam_cousins_passive,q24_fam_aunt_niece_passive,q24_fam_uncle_nephew_passive,q24_fam_grandmother_passive,q24_fam_grandfather_passive,q24_fam_female,q24_fam_male,together_or_not
3097321,32,2,1,1,1,2,1,1,1,2,137250,3,2,2,0,0,5,1,2,1,1,,1,3,1,1,1,0,0,1,1,1,0,1,170,9,8,9,3,12,13,12,1,20,2,3,29,2,1,,0,,,,23,23,24,27,,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3099405,40,3,1,2,1,3,1,5,1,1,37250,3,2,13,0,0,3,1,2,2,1,,1,1,1,1,1,1,0,0,0,0,2,4,470,2,2,1.5,10,13,11,7.5,,12,1,,50,2,2,13,0,1,0,0,38,38,38,,40,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3100236,23,1,4,2,0,4,1,6,1,7,92250,1,2,13,0,0,5,1,2,2,1,,1,1,6,1,1,1,0,0,0,1,0,1,0,2,1,4,6,11,12,12,,11,1,,29,1,1,,4,1,0,0,21,21,22,,22,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3102591,59,2,4,2,1,3,1,1,1,7,67250,3,2,3,0,0,3,1,2,2,1,,0,7,6,1,0,0,0,1,1,1,0,3,3380,40,38,40,3,12,12,12,1,12,1,,62,1,1,,9,,,,18,19,21,21,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3103245,24,3,1,2,0,3,1,5,1,1,137250,1,1,1,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3104795,79,4,1,2,1,1,1,5,1,2,92250,3,2,13,,,,,,,,,,,,,,,,,0,,0,1,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3106553,55,3,2,1,0,1,1,3,1,2,45000,3,1,11,,,,,,,,,,,2,,,,,,0,,0,5,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3107281,28,4,1,2,1,4,1,1,1,1,67250,3,2,3,0,0,5,1,2,1,1,2,1,4,1,1,0,0,0,1,1,1,2,1,0,11,8,11,1,16,13,12,1,16,1,,29,1,1,,14,,,,16,17,20,20,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3108802,80,3,1,2,1,1,1,2,1,5,17250,1,1,1,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3118812,81,1,1,1,1,1,4,2,1,5,22250,1,1,1,,,,,,,,,,,1,,,,,,0,,0,2,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3119215,21,2,1,1,1,2,3,5,1,4,8750,1,1,11,0,0,3,1,2,2,1,,1,1,1,1,0,0,0,0,0,0,0,1,120,0,0,1.5,5,12,12,12,,12,1,,26,3,2,2,0,0,0,1,19,21,21,,,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3120385,38,2,1,2,1,1,3,5,1,2,45000,1,2,2,,,,,,,,,,,1,,,,,,0,,0,4,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3122613,61,3,1,2,1,1,3,3,1,1,37250,1,2,3,,,,,,,,,,,1,,,,,,0,,0,4,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3124406,40,2,1,1,1,2,4,6,1,1,55000,3,1,3,0,0,3,0,2,2,1,,1,3,1,1,0,0,0,0,0,0,0,3,0,7,,7,7,12,12,12,,12,1,,33,5,1,,3,0,0,1,33,33,,,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126421,42,3,1,1,1,3,1,1,1,1,92250,1,2,2,0,0,4,1,2,2,1,2,1,5,1,1,0,0,0,0,1,1,1,2,0,16,15,16,4,13,16,16,1,13,1,,46,1,1,,2,,,,26,26,27,27,,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3127401,40,3,1,1,1,2,1,1,1,2,22250,3,1,11,0,0,5,1,2,2,1,2,1,5,1,1,0,0,0,1,1,1,0,4,100,19,18,19,11,13,13,13,1,12,2,1,51,5,1,,1,,,,20,21,22,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3128383,38,3,1,2,1,2,1,3,0,6,6250,3,2,11,0,0,3,1,2,1,2,,1,1,1,1,1,0,0,0,0,1,0,2,0,2,2,2.5,5,14,10,13,,14,1,,33,2,2,11,4,0,0,1,36,36,36,,,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129215,21,3,2,2,0,4,1,5,1,1,112250,3,2,12,1,0,5,1,2,2,2,2,1,2,2,1,0,0,0,0,0,1,0,3,0,1,0,0.75,0,13,14,14,,12,1,,21,2,1,,0,0,0,1,18,20,21,,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131481,48,4,2,2,1,5,1,1,1,1,67250,3,2,2,0,0,4,1,2,2,1,2,1,6,2,2,0,0,0,1,1,1,1,1,70,22,20,22,0,17,13,17,2,13,2,3,48,2,1,,1,,,,25,26,28,28,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3132476,47,4,4,2,1,2,1,6,1,1,80000,3,2,3,0,1,5,1,1,1,5,1,1,6,6,1,0,0,0,0,0,1,0,3,0,22,21,22,0,16,16,13,,17,1,,47,3,2,3,7,1,0,0,25,25,26,,26,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3137621,62,2,1,2,1,3,4,1,1,1,37250,1,1,1,0,0,4,1,1,2,1,,1,7,1,1,0,0,0,0,1,,0,1,290,46,33,46,1,12,12,11,2,10,1,,63,5,1,,0,,,,15,16,29,30,,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3140275,27,4,2,2,0,2,1,5,1,1,37250,3,2,13,1,0,4,1,2,2,1,2,1,2,2,2,0,0,0,0,0,0,0,1,0,3,0,4,7,16,13,16,,16,1,,34,2,2,1,5,0,0,1,24,24,27,,,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3141525,52,4,1,1,1,2,3,5,1,1,80000,3,2,13,0,1,3,0,2,2,5,2,1,4,1,2,0,0,0,0,0,0,0,1,1720,12,,12,1,16,16,14,,7.5,1,,51,2,2,11,0,0,0,1,40,40,,,,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3142344,34,2,1,2,1,5,3,4,1,1,27250,3,1,11,0,0,4,0,2,2,1,,1,4,1,1,0,0,1,0,1,,1,3,0,10,10,10,2,12,10,12,1,12,1,,36,2,1,,8,,,,23,24,24,25,,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144606,60,4,1,1,1,2,1,6,1,5,55000,3,2,11,0,1,5,1,2,2,5,2,1,4,1,1,0,0,0,0,1,,0,1,450,12,11,12,5,17,13,16,2,12,2,2,55,2,1,,0,0,0,1,48,48,49,57,,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3146671,67,3,1,1,1,2,1,1,0,5,67250,3,2,3,0,0,5,1,2,2,1,2,1,7,1,1,0,0,0,0,1,,0,4,90,39,38,39,0,13,16,5.5,2,13,1,,67,3,1,,3,,,,27,28,29,29,,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3149823,82,1,5,1,1,2,3,3,1,5,17250,3,1,1,0,0,5,1,2,2,1,,1,1,1,1,0,0,0,0,0,,0,4,1080,1,1,1.5,13,12,13,10,,10,1,,69,1,2,3,3,0,0,1,81,81,81,,,3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3150431,43,4,2,1,1,3,1,1,1,1,67250,1,1,11,0,0,4,1,1,1,1,2,1,6,2,1,0,0,0,1,1,1,1,2,1120,25,23,25,3,16,17,16,1,12,2,2,46,3,2,1,0,,,,18,18,20,21,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3151641,64,4,2,2,1,2,1,1,1,1,137250,3,1,2,0,0,5,1,2,2,1,2,1,7,2,2,0,0,1,0,1,,0,2,140,46,45,46,1,16,13,12,1,10,2,1,65,2,2,3,0,,,,18,18,19,19,,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3153435,43,2,1,1,1,3,1,5,0,1,37250,3,2,3,,,,,,,,,,,1,,,,,,0,,2,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3156215,21,2,1,2,0,3,1,5,1,2,45000,3,2,8,0,0,5,1,1,2,2,,1,2,1,1,0,1,0,0,0,1,0,3,0,2,1,1.5,0,12,12,,,13,1,,21,5,1,,3,0,0,1,16,19,20,,,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160406,40,4,1,1,1,3,3,6,1,6,45000,3,2,13,0,0,4,1,2,2,1,2,1,3,1,1,1,0,0,0,0,1,0,1,0,6,6,6,2,16,13,13,,12,2,3,38,5,2,3,11,0,0,1,34,34,34,,,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3163555,55,4,1,1,1,1,1,5,1,1,67250,3,2,8,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3164325,32,4,4,1,1,1,3,5,1,1,55000,1,2,3,0,0,3,0,2,2,1,,1,3,6,1,0,0,0,0,0,1,0,1,0,9,,9,3,16,12,12,,16,1,,35,5,1,,5,0,0,1,23,23,,,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165446,44,4,1,1,0,2,1,6,1,1,200000,3,2,5,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3166205,20,2,1,2,0,2,2,5,1,1,45000,3,2,13,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3167563,56,3,4,1,1,1,2,3,1,1,92250,1,2,3,0,0,5,0,2,2,1,2,1,3,6,1,0,0,0,1,0,1,0,4,,8,,8,8,14,16,12,,14,1,,48,2,1,,2,0,0,1,48,48,,,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168236,23,3,1,2,1,3,2,6,1,1,22250,3,2,12,0,1,5,0,1,1,4,,1,3,1,1,0,0,0,0,0,0,1,1,0,4,4,4,1,13,12,12,,16,2,12,24,3,1,,2,0,0,1,14,19,19,,,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170471,47,1,1,1,1,2,1,1,1,1,55000,1,2,2,0,0,5,1,2,2,1,,1,5,1,1,0,0,0,1,1,,0,1,10,17,16,17,2,12,14,12,1,12,1,,45,1,1,,1,,,,30,30,31,32,,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3172341,34,4,1,1,1,3,1,1,1,1,112250,1,2,3,0,0,4,1,2,2,1,2,1,3,1,1,0,1,0,1,1,1,0,3,80,9,6,9,3,17,17,12,1,17,1,,31,2,1,,5,,,,25,25,28,28,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3175641,64,3,1,1,1,2,1,1,1,2,67250,1,2,3,0,0,4,1,2,2,2,2,1,7,1,1,1,0,0,0,1,,0,3,2540,47,46,47,1,13,16,12,1,12,1,,63,3,2,13,0,,,,17,17,18,18,,1,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3176561,56,2,4,2,1,3,1,1,1,5,80000,2,2,3,0,0,5,1,2,1,1,,1,7,6,6,0,1,0,0,1,1,1,5,0,40,36,40,3,12,12,5.5,1,7.5,1,,59,5,1,,4,,,,13,16,20,20,,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3182513,51,3,1,1,1,2,1,3,1,2,137250,3,2,13,0,0,5,0,2,2,1,,1,1,1,2,0,0,0,0,0,1,0,4,0,0,,0.449999988,23,13,12,16,,12,1,,28,2,1,,3,0,0,1,51,51,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183843,84,4,1,2,1,1,2,3,1,1,27250,3,2,13,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3186481,48,4,1,1,1,4,1,1,1,1,80000,3,2,13,0,0,5,1,2,2,1,2,1,7,1,1,1,1,1,0,1,1,0,1,30,30,28,30,1,16,17,14,1,12,1,,49,5,1,,2,,,,17,18,20,20,,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3187491,49,2,1,2,1,3,1,1,1,7,45000,3,2,3,0,0,5,1,2,2,1,,1,4,1,1,0,0,1,1,1,1,0,2,0,14,13,14,2,12,12,12,1,7.5,1,,51,3,1,,5,,,,35,35,36,37,,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189294,29,3,4,2,0,3,1,4,1,4,37250,1,1,11,,,,,,,,,,,6,,,,,,0,,2,2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3192583,58,4,1,2,1,1,1,3,1,1,55000,3,2,2,,,,,,,,,,,1,,,,,,0,,0,4,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3193673,67,3,5,2,1,1,3,3,1,6,8750,3,2,2,,,,,,,,,,,2,,,,,,0,,0,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3194231,23,4,1,2,1,2,1,1,1,1,32250,1,1,2,0,0,5,1,2,2,1,1,1,2,1,1,0,0,0,0,1,1,0,4,100,5,4,5,4,16,16,12,1,12,2,1,27,3,1,,1,,,,18,18,19,19,,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3198566,56,4,1,1,1,2,3,6,1,2,92250,3,2,13,0,1,4,1,2,2,5,2,1,2,1,6,0,0,0,0,0,1,0,3,1130,5,5,5,11,17,13,12,,12,1,,45,1,1,,1,1,0,0,51,51,51,,54,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200215,21,3,1,1,0,1,1,5,1,1,11250,1,2,2,1,1,3,0,2,2,4,2,1,1,1,1,0,0,0,0,0,0,0,1,130,0,,0.449999988,13,13,16,16,,12,2,2,34,5,1,,2,0,0,1,21,21,,,,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
