 ,res_age_isrvy,education_cat,ethnicity,gender,household_head,household_size,house_type,marital_status,msa_status,cur_emplyment_status,glb_known_friend,political_party_cat,evangelical_or_born_again,religion,either_internet_adjusted,same_sex_couple,relationship_quality,coresident,same_school,growup_same_city,gender_attraction,same_college,US_raised,how_long_ago_first_met_cat,respondent_race,partner_race,met_through_friends,met_through_family,met_through_as_neighbors,met_through_as_coworkers,married,parental_approval,household_indollar,children_in_hh,distancemoved_10mi,how_long_ago_first_romantic,how_long_ago_first_cohab,how_long_relationship,age_difference,respondent_yrsed,partner_yrsed,partner_mom_yrsed,total_marriage,respondent_mom_yrsed,q8a,q8b,q9,q12,q13a,q13b,q16,q18a_1,q18a_2,q18a_3,q21a,q21b,q21c,q21d,q21e,q23,q30,q31_1,q31_2,q31_3,q31_4,q31_5,q31_6,q31_7,q31_8,q31_9,q31_other_text_entered,q33_1,q33_2,q33_3,q33_4,q33_5,q33_6,q33_7,q33_other_text_entered,q24_met_online,summary_q24_total,q24_R_cowork,q24_R_friend,q24_R_family,q24_R_sig_other,q24_R_neighbor,q24_P_cowork,q24_P_friend,q24_P_family,q24_P_sig_other,q24_P_neighbor,q24_btwn_I_cowork,q24_btwn_I_friend,q24_btwn_I_family,q24_btwn_I_sig_other,q24_btwn_I_neighbor,q24_school,q24_college,q24_military,q24_church,q24_vol_org,q24_customer,q24_bar_restaurant,q24_internet_dating,q24_internet_social_networking,q24_internet_game,q24_internet_chat,q24_internet_community,q24_internet_other,q24_public,q24_private_party,q24_blind_date,q24_vacation,q24_singles_service_non_internet,q24_business_trip,q24_work_neighbor,q24_fam_sister_active,q24_fam_brother_active,q24_fam_mother_active,q24_fam_father_active,q24_fam_other_active,q24_fam_cousins_active,q24_fam_aunt_niece_active,q24_fam_uncle_nephew_active,q24_fam_grandmother_active,q24_fam_grandfather_active,q24_fam_sister_passive,q24_fam_brother_passive,q24_fam_mother_passive,q24_fam_father_passive,q24_fam_other_passive,q24_fam_cousins_passive,q24_fam_aunt_niece_passive,q24_fam_uncle_nephew_passive,q24_fam_grandmother_passive,q24_fam_grandfather_passive,q24_fam_female,q24_fam_male,together_or_not
2105421,42,4,1,1,1,3,1,1,1,1,45000,1,2,3,0,0,5,1,2,2,1,2,1,4,1,1,0,1,0,0,1,1,0,4,10,15,13,15,3,16,16,12,1,12,1,,45,5,1,,25,,,,27,27,29,29,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2107491,49,3,1,1,1,4,1,1,1,2,80000,3,2,3,0,0,5,1,2,2,1,2,1,6,1,1,1,0,0,0,1,,1,4,800,21,21,21,1,13,16,17,1,12,1,,50,2,1,,0,,,,28,28,28,29,,2,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2108781,78,3,1,1,1,2,1,1,0,5,55000,1,2,2,0,0,5,1,1,2,1,1,1,7,1,1,1,0,0,0,1,,0,4,100,60,53,60,4,14,16,12,1,14,1,,74,1,1,,0,,,,18,18,25,25,,1,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2109285,28,3,1,2,0,5,1,5,1,1,67250,3,2,2,1,0,4,0,2,2,1,,1,1,1,1,1,0,0,0,0,1,0,2,30,1,,0.75,22,13,12,12,,13,1,,50,5,1,,3,0,0,1,26,27,,,,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110451,45,2,1,2,1,3,1,1,1,1,137250,1,2,3,0,0,3,1,2,1,1,,1,3,1,1,1,1,0,0,1,1,0,2,0,9,7,9,4,12,13,12,2,12,1,,49,1,1,,2,,,,36,36,38,38,,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2111623,62,3,5,2,1,1,3,3,1,6,27250,3,2,3,0,0,3,0,2,2,1,,1,5,1,1,0,0,0,1,1,,0,4,10,17,17,17,7,13,12,7.5,1,7.5,1,,55,2,1,,10,,,,45,45,45,47,,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115305,30,3,1,1,0,4,1,5,1,1,92250,1,2,3,,,,,,,,,,,1,,,,,,0,,0,4,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2116555,55,4,3,2,0,2,1,5,0,2,55000,3,2,13,,,,,,,,,,,3,,,,,,0,,0,3,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2118245,24,3,1,2,0,3,1,5,1,1,200000,3,2,2,0,0,3,0,2,2,1,1,1,2,1,1,0,0,0,0,0,1,0,3,0,3,,4,4,14,14,13,,16,1,,28,2,1,,2,0,0,1,21,21,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120526,52,4,1,1,1,2,1,6,1,2,112250,3,2,13,0,1,4,1,2,2,5,2,1,4,1,1,0,0,0,0,0,,0,3,30,15,14,15,5,20,16,12,,12,1,,57,2,1,,0,0,0,1,37,37,38,,,3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2121436,43,4,1,1,1,2,1,6,1,2,67250,3,2,13,1,1,5,1,2,2,5,2,1,2,1,1,1,0,0,0,0,1,0,1,30,5,4,5,1,16,13,12,,12,1,,44,2,2,2,0,0,0,1,38,38,39,,,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2124215,21,3,1,2,0,3,1,5,1,4,67250,3,2,11,1,0,3,0,2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,1,10,2,1,2.5,3,13,14,13,,13,1,,24,3,1,,5,0,0,1,19,19,20,,,3,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125215,21,3,1,2,0,3,1,5,0,1,137250,3,2,1,0,0,3,0,2,2,1,2,1,1,1,1,0,0,0,1,0,0,0,4,120,1,,1.5,7,13,17,12,,16,1,,28,2,1,,10,0,0,1,20,20,,,,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126533,53,3,2,1,0,2,1,3,1,6,17250,3,2,6,,,,,,,,,,,2,,,,,,0,,0,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2129652,65,2,1,2,1,1,1,2,1,5,6250,3,1,2,,,,,,,,,,,1,,,,,,0,,0,4,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2130225,22,3,1,1,0,5,1,5,1,1,37250,1,2,3,0,0,5,0,2,2,1,1,1,2,1,1,0,0,1,0,0,1,2,1,0,1,,1.5,0,13,13,17,,14,1,,22,1,1,,0,0,0,1,19,21,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2133603,60,2,1,2,1,1,1,3,1,4,27250,3,2,13,,,,,,,,,,,1,,,,,,0,,0,4,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2135265,26,4,1,1,1,1,3,5,0,1,92250,1,2,13,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2136353,35,3,5,2,1,1,3,3,0,1,8750,1,2,3,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2137436,43,3,1,1,0,2,1,6,1,1,92250,1,2,2,0,0,3,1,2,2,1,2,1,3,1,1,1,0,0,0,0,1,0,1,0,8,6,8,0,13,13,12,,13,1,,43,5,2,2,0,0,0,1,35,35,37,,,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138753,75,2,1,1,1,1,1,3,1,5,17250,3,2,3,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2140561,56,4,1,1,1,4,1,1,1,1,137250,3,2,13,0,0,4,1,2,2,1,2,1,6,1,1,0,0,0,0,1,,2,3,610,30,27,30,4,16,13,12,2,12,2,3,52,2,2,3,6,,,,26,26,29,32,,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2141285,28,3,1,2,0,3,1,5,1,1,37250,3,,11,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2142591,59,4,1,1,1,3,1,1,1,1,200000,3,2,2,0,0,5,1,1,1,3,1,1,7,1,1,0,0,0,0,1,,0,3,0,41,38,41,1,20,20,5.5,1,14,2,3,58,2,1,,3,,,,15,18,21,21,,3,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2143405,40,4,1,1,1,1,1,5,1,1,67250,1,2,3,1,0,4,1,2,2,1,2,1,1,1,1,,,,,1,1,0,4,,1,0,2.5,,17,17,16,1,12,1,,,2,1,,12,,,,39,39,40,40,,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2144501,50,3,1,1,1,3,1,1,1,1,67250,1,2,1,0,0,4,1,2,2,1,2,1,6,1,1,0,1,1,0,1,1,1,1,0,27,26,27,0,13,13,12,1,12,1,,50,5,1,,0,,,,23,23,24,27,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2145295,29,3,1,2,1,1,3,5,1,1,67250,3,2,2,0,0,4,0,2,2,1,2,1,2,1,4,,,,,0,1,0,4,,5,,5,10,13,16,16,,16,1,,39,2,1,,0,0,0,1,24,24,,,,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2148195,19,2,1,2,0,3,1,5,1,4,112250,3,2,13,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2150511,51,4,1,2,1,4,1,1,0,5,137250,1,2,11,0,0,5,1,2,2,1,1,1,7,1,1,1,0,1,0,1,,0,1,150,33,31,33,4,17,16,17,1,16,1,,55,1,1,,1,,,,18,18,20,20,,3,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2155561,56,2,1,2,1,2,1,1,1,7,55000,1,2,2,0,0,5,1,1,1,1,,1,7,1,1,0,1,0,0,1,1,1,2,640,39,38,39,1,12,12,9,1,10,1,,57,1,1,,0,,,,6,17,18,18,,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2157375,37,1,1,1,0,2,3,5,1,1,2500,3,2,13,,,,,,,,,,,1,,,,,,0,,1,4,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2159315,31,4,1,2,1,2,1,5,1,1,162250,3,2,13,0,1,4,0,2,2,4,1,1,3,1,1,1,0,0,0,1,1,0,1,0,4,4,4,2,16,13,16,1,12,1,,29,2,2,3,15,1,0,0,25,27,27,29,29,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160635,63,4,5,1,1,1,3,5,1,4,67250,3,2,2,0,1,3,0,2,2,5,2,1,6,4,1,0,0,0,0,0,0,0,3,5030,23,22,23,1,17,20,12,,16,2,1,62,3,1,,0,0,0,1,40,40,41,,,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2163291,29,4,1,2,1,5,1,1,0,1,55000,1,1,1,0,0,5,1,1,1,1,1,1,4,1,1,0,1,0,0,1,1,3,1,0,15,13,15,3,16,16,16,1,12,1,,32,1,1,,5,,,,14,14,16,16,,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2165591,59,2,5,2,1,2,1,1,1,6,55000,1,1,9,0,0,5,1,2,2,1,,1,7,1,1,0,0,0,0,1,,0,5,1770,31,31,31,2,12,12,12,2,12,1,,61,1,1,,0,,,,28,28,28,29,,3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2166616,61,3,1,2,0,2,1,6,1,5,112250,3,2,12,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2168301,30,4,1,2,1,2,1,1,1,1,67250,3,2,13,0,0,5,1,2,1,2,,1,4,1,1,1,0,0,0,1,1,0,3,10,12,9,12,3,16,9,5.5,1,16,2,11,33,5,1,,15,,,,18,18,21,23,,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2170641,64,1,1,2,1,2,1,1,1,1,80000,1,2,3,0,0,4,1,2,2,1,,1,7,1,6,1,0,1,0,1,,0,1,0,46,45,46,4,12,12,0,1,7.5,1,,68,5,1,,17,,,,17,18,19,19,,2,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2174415,41,2,1,1,1,3,1,5,1,1,80000,3,2,2,,,,,,,,,,,1,,,,,,0,,0,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2175365,36,3,1,2,0,2,3,5,1,4,8750,3,2,13,0,1,3,0,2,2,4,1,1,3,1,2,0,0,0,0,0,0,0,1,0,10,10,10,11,13,16,12,,12,2,1,47,2,2,12,8,0,0,1,26,26,26,,,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177596,59,3,3,1,1,2,1,6,0,1,32250,3,2,2,0,0,5,1,2,2,1,,1,6,3,1,1,0,0,0,0,,0,4,90,14,13,14,0,13,12,12,,5.5,1,,59,3,1,,3,0,0,1,38,45,46,,,1,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178396,39,2,1,1,1,7,2,6,1,1,92250,1,2,13,0,0,4,1,2,2,1,,1,4,1,6,1,1,0,0,0,1,0,4,0,15,14,15,4,12,9,7.5,,12,1,,43,2,1,,1,0,0,1,24,24,25,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179636,63,4,1,2,1,2,2,6,1,5,55000,3,2,12,0,1,5,1,2,2,5,2,1,4,1,1,1,0,0,0,0,0,0,1,20,13,13,13,2,16,17,12,,13,2,2,61,2,2,2,2,0,0,1,49,50,50,,,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2180411,41,2,1,2,1,5,1,1,1,1,55000,1,2,11,0,0,5,1,2,2,1,,1,4,1,1,0,0,0,1,1,1,2,4,510,13,12,13,3,12,16,12,1,12,1,,38,1,1,,4,,,,28,28,29,30,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2181421,42,2,1,1,1,5,1,1,1,1,55000,3,1,2,0,0,4,1,1,1,1,,1,6,1,1,0,0,0,0,1,1,2,1,0,24,22,24,3,12,14,12,1,14,2,1,45,3,1,,13,,,,16,18,20,20,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2182753,75,4,5,2,1,1,1,3,1,5,22250,3,2,2,,,,,,,,,,,1,,,,,,0,,0,3,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2184591,59,2,1,1,1,4,3,1,1,1,137250,3,2,3,0,0,4,1,2,2,1,,1,6,1,1,0,0,0,1,1,0,0,1,0,30,29,30,9,12,12,12,2,12,1,,50,2,1,,4,,,,29,29,30,30,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2187416,41,4,4,1,1,2,1,6,1,2,200000,1,2,13,0,1,5,1,2,2,5,2,0,5,6,1,0,0,0,0,0,1,0,1,4180,16,13,16,5,16,16,12,,10,1,,46,1,1,,0,0,0,1,25,25,28,,,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2189593,59,2,3,1,1,1,1,3,1,6,22250,1,2,2,,,,,,,,,,,5,,,,,,0,,0,4,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2190381,38,4,5,1,1,2,3,1,1,1,67250,1,2,8,0,0,5,1,2,2,1,1,1,3,4,1,0,0,0,1,1,1,0,3,20,6,4,6,7,17,17,12,1,14,1,,31,2,2,11,4,,,,30,32,34,36,,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2191301,30,2,1,1,1,4,1,1,1,2,45000,3,1,11,,,,,,,,,,,1,,,,,,0,,1,1,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2193195,19,3,2,2,0,2,1,5,1,7,67250,1,1,11,0,0,5,0,1,2,1,2,1,2,2,2,0,0,0,0,0,1,0,1,0,0,,0.75,2,13,13,13,,16,1,,21,2,1,,7,0,0,1,16,19,,,,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2195781,78,2,1,2,1,2,1,1,1,5,27250,3,2,3,0,0,5,1,2,2,1,,1,7,1,1,0,1,0,0,1,,0,4,140,58,57,58,5,12,9,7.5,1,7.5,1,,83,5,1,,2,,,,19,20,21,21,,3,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
